h  k  l  I  sigma(I)  peak  background  fs/px  ss/px  panel
18 10 58 -139.21 80.13 66.0 35.41 822.5 885.3 q2a8 
19 1 -25 40.76 80.63 94.0 38.94 516.7 1286.0 q1a12 
19 1 21 45.39 80.53 83.0 44.56 1030.5 505.4 q2a5 
19 9 -58 77.99 123.87 104.0 28.61 563.3 1017.7 q1a10 
20 0 -10 -49.54 76.81 78.0 40.52 691.7 1250.7 q1a13 
20 0 -9 134.28 89.19 95.0 39.83 703.5 1250.4 q1a13 
20 0 5 -170.42 120.3 123.0 51.25 1003.5 667.7 q2a7 
20 0 6 75.34 86.45 101.0 49.56 1003.3 656.0 q2a7 
20 2 -29 -23.86 68.77 78.0 36.59 462.6 1248.3 q1a12 
20 8 -54 42.09 69.68 75.0 30.14 528.0 960.8 q1a10 
21 5 38 30.66 60.47 58.0 30.09 1104.5 944.8 q2a11 
21 11 -61 88.35 58.18 65.0 25.85 475.5 1088.9 q1a10 
21 11 57 -99.55 76.69 64.0 26.95 815.3 980.1 q2a10 
22 2 -22 77.54 75.1 69.0 32.46 542.8 1174.5 q1a12 
22 12 58 195.16 70.3 67.0 23.04 787.6 1026.9 q2a10 
23 3 22 64.99 65.7 66.0 32.41 881.3 483.7 q2a4 
23 5 -37 -118.53 82.09 63.0 32.58 424.1 758.3 q1a8 
23 9 -52 -65.97 65.0 68.0 27.77 404.0 957.1 q1a10 
23 9 48 13.63 86.16 63.0 22.35 946.6 1046.2 q2a10 
23 11 54 -81.56 53.32 52.0 24.56 848.4 1060.6 q2a10 
24 2 2 46.01 61.29 62.0 32.59 854.6 704.6 q2a6 
24 2 3 -25.46 67.11 62.0 35.48 854.4 692.4 q2a6 
24 2 4 104.12 71.91 66.0 34.04 854.1 680.1 q2a6 
25 3 10 191.92 67.09 57.0 31.08 809.3 605.0 q2a6 
0 -30 -20 -47.33 176.8 270.0 160.33 1486.8 26.4 q3a1 
0 -30 -19 -184.38 191.53 247.0 165.56 1492.2 36.6 q3a1 
0 -30 -18 -107.76 437.51 496.0 179.48 1497.6 46.8 q3a1 
0 -30 -17 504.33 188.09 366.0 164.24 1502.9 57.0 q3a1 
0 -30 -16 551.51 215.86 461.0 162.81 1508.2 67.1 q3a1 
0 -30 -15 350.46 243.0 352.0 164.6 1513.6 77.3 q3a1 
0 -30 -14 749.08 257.86 356.0 166.65 1518.9 87.4 q3a1 
0 -30 -13 -328.6 323.33 404.0 174.52 1524.2 97.5 q3a1 
0 -30 -12 -238.24 350.5 342.0 177.52 1529.5 107.6 q3a1 
0 -30 -11 -382.15 471.99 424.0 181.62 1534.8 117.7 q3a1 
0 -30 -10 174.11 362.39 394.0 171.71 1540.1 127.8 q3a1 
0 -28 -23 590.48 214.7 223.0 149.58 1442.6 11.8 q3a1 
0 -28 -22 1054.43 352.16 1004.0 155.52 1448.0 22.0 q3a1 
0 -28 -21 -488.65 329.95 461.0 161.18 1453.4 32.2 q3a1 
0 -28 -20 220.2 184.74 239.0 164.89 1458.8 42.4 q3a1 
0 -28 -19 799.88 200.36 362.0 162.1 1464.2 52.6 q3a1 
0 -28 -18 525.3 212.73 362.0 169.61 1469.5 62.7 q3a1 
0 -28 -17 1380.22 332.94 621.0 186.59 1474.9 72.8 q3a1 
0 -28 -16 16.83 340.5 417.0 180.92 1480.2 82.9 q3a1 
0 -28 -15 346.8 324.42 402.0 188.11 1485.6 93.0 q3a1 
0 -28 -10 1233.0 443.12 474.0 205.0 1512.1 143.3 q3a1 
0 -28 -9 525.45 615.11 532.0 221.91 1517.4 153.3 q3a1 
0 -28 -8 -827.77 615.73 496.0 237.08 1522.7 163.3 q3a1 
0 -28 -7 -1049.05 724.75 556.0 239.41 1528.0 173.3 q3a1 
0 -26 -25 345.97 195.52 251.0 153.12 1403.9 7.5 q3a1 
0 -26 -24 -103.44 243.99 243.0 159.62 1409.4 17.7 q3a1 
0 -26 -23 100.78 195.59 343.0 163.98 1414.8 27.8 q3a1 
0 -26 -2 -67.28 816.66 516.0 254.78 1526.7 210.8 q3a3 
0 -26 -1 -992.39 887.2 575.0 259.64 1531.9 220.7 q3a3 
0 -26 0 1031.46 774.31 640.0 241.15 1537.0 230.6 q3a3 
0 -26 1 -2122.4 1088.49 1076.0 280.6 1542.2 240.4 q3a3 
0 -24 2 1186.88 433.51 422.0 166.12 1519.7 264.9 q3a3 
0 -24 3 1384.91 525.13 485.0 183.59 1524.8 274.6 q3a3 
0 -24 4 -400.56 707.25 470.0 209.56 1530.0 284.4 q3a3 
0 -24 5 -1310.77 622.33 439.0 205.08 1535.1 294.1 q3a3 
0 -24 6 451.9 635.15 421.0 184.49 1540.2 303.8 q3a3 
0 -22 -33 185.1 434.63 411.0 155.53 1539.0 596.2 q3a7 
0 -22 4 -191.58 339.57 283.0 133.34 1502.5 298.9 q3a3 
0 -22 5 116.77 282.77 301.0 129.92 1507.6 308.6 q3a3 
0 -22 6 1413.28 460.58 434.0 132.89 1512.7 318.3 q3a3 
0 -22 7 614.56 315.13 378.0 130.21 1517.9 327.9 q3a3 
0 -22 8 -281.7 566.86 429.0 157.52 1523.0 337.6 q3a3 
0 -20 -34 -378.03 585.14 435.0 182.82 1544.8 629.1 q3a7 
0 -20 6 -282.74 304.79 319.0 108.95 1485.5 332.6 q3a3 
0 -20 7 386.68 247.07 414.0 108.29 1490.6 342.2 q3a3 
0 -20 8 500.87 259.86 349.0 108.66 1495.7 351.8 q3a3 
0 -20 9 -676.97 380.93 294.0 126.39 1500.8 361.4 q3a3 
0 -18 7 111.18 137.47 222.0 94.36 1463.5 356.4 q3a3 
0 -14 -34 391.89 314.83 398.0 194.78 1194.0 11.9 q3a0 
0 -14 -33 -211.6 552.52 554.0 211.34 1199.5 22.0 q3a0 
0 -14 8 96.06 108.09 118.0 63.77 8.2 195.9 q0a2 
0 -12 -33 924.11 458.28 480.0 217.37 1172.8 37.7 q3a0 
0 -12 8 108.92 125.25 130.0 62.53 22.1 222.5 q0a2 
0 -12 9 597.03 134.58 419.0 64.88 31.5 217.4 q0a2 
0 -12 10 4211.98 516.03 1679.0 70.27 40.9 212.3 q0a2 
0 -12 11 -164.22 269.24 339.0 66.13 50.3 207.2 q0a2 
0 -10 -36 -473.82 752.64 599.0 256.69 1145.1 1432.3 q2a15 
0 -10 -35 -466.1 666.81 544.0 268.19 1150.6 1442.3 q2a15 
0 -10 -34 6595.97 834.44 2473.0 291.9 1156.1 1452.3 q2a15 
0 -10 8 264.61 104.49 126.0 61.64 35.9 249.0 q0a2 
0 -10 9 15939.62 416.72 8204.0 65.89 45.3 243.8 q0a2 
0 -10 10 893.75 140.41 488.0 62.25 54.6 238.7 q0a2 
0 -10 11 -54.08 124.33 130.0 57.31 64.0 233.6 q0a2 
0 -8 -35 -90.4 710.67 566.0 257.6 1124.2 1457.9 q2a15 
0 -8 -34 -1147.34 639.49 495.0 235.93 1129.7 1467.8 q2a15 
0 -8 7 53.22 101.68 177.0 64.16 40.2 280.4 q0a2 
0 -8 8 378.11 114.78 183.0 61.79 49.6 275.3 q0a2 
0 -8 9 942.4 129.84 715.0 60.34 59.0 270.1 q0a2 
0 -8 10 -34.56 100.22 112.0 62.89 68.3 265.0 q0a2 
0 -6 -32 -57.79 606.17 469.0 198.57 1152.9 319.0 q2a3 
0 -6 -31 432.35 541.78 477.0 169.18 1143.0 324.4 q2a3 
0 -6 -30 -85.77 486.71 419.0 148.08 1133.1 329.9 q2a3 
0 -6 5 181.82 136.15 122.0 62.9 35.2 316.9 q0a2 
0 -6 6 42.85 103.61 121.0 62.76 44.6 311.7 q0a2 
0 -6 7 309.89 122.57 177.0 62.92 53.9 306.6 q0a2 
0 -6 8 740.87 137.19 310.0 64.45 63.3 301.4 q0a2 
0 -6 9 -135.58 114.28 114.0 65.03 72.6 296.3 q0a2 
0 -4 -32 755.75 617.19 431.0 179.25 1137.8 292.9 q2a3 
0 -4 -31 367.69 455.31 378.0 145.15 1127.9 298.3 q2a3 
0 -4 -30 1269.37 356.11 755.0 137.3 1118.1 303.8 q2a3 
0 -4 -29 668.09 299.14 340.0 111.67 1108.2 309.2 q2a3 
0 -4 -28 -38.22 263.63 329.0 111.86 1098.4 314.7 q2a3 
0 -4 4 -1506.79 770.93 472.0 182.02 39.6 348.0 q0a2 
0 -4 5 143.1 316.09 312.0 99.1 48.9 342.9 q0a2 
0 -4 6 -90.47 135.7 133.0 75.89 58.2 337.7 q0a2 
0 -4 7 -240.03 125.87 109.0 70.61 67.5 332.5 q0a2 
0 -2 -30 -128.31 459.17 463.0 131.15 1103.1 277.8 q2a3 
0 -2 -29 -173.12 295.92 296.0 113.1 1093.3 283.3 q2a3 
0 -2 -28 554.63 203.96 349.0 103.7 1083.5 288.7 q2a3 
0 -2 -27 104.31 133.25 199.0 91.77 1073.7 294.1 q2a3 
0 -2 -26 -199.22 172.41 212.0 87.72 1064.0 299.6 q2a3 
0 0 -27 -114.72 175.13 221.0 89.22 1059.0 268.3 q2a3 
0 0 -26 298.89 121.93 132.0 83.29 1049.3 273.8 q2a3 
0 0 -25 -103.17 131.46 129.0 82.68 1039.6 279.2 q2a3 
0 0 -24 860.94 185.63 551.0 82.06 1029.9 284.6 q2a3 
0 0 -23 -33.23 133.93 136.0 77.92 1020.2 290.0 q2a3 
0 0 -22 1038.89 141.49 376.0 77.63 1010.6 295.4 q2a3 
0 0 -21 383.97 123.05 150.0 73.8 1001.0 300.8 q2a3 
0 2 -23 -257.48 138.3 130.0 82.91 1005.7 264.4 q2a3 
0 2 -22 367.88 124.53 136.0 79.12 996.1 269.8 q2a3 
0 2 -21 66.35 147.45 156.0 78.58 986.5 275.2 q2a3 
0 2 -18 310.89 239.23 266.0 60.92 960.9 291.3 q2a2 
0 2 -17 -69.67 236.63 173.0 63.1 951.3 296.7 q2a2 
0 2 -16 409.71 170.39 371.0 66.27 941.8 302.0 q2a2 
0 2 -15 -104.89 225.14 221.0 65.22 932.3 307.3 q2a2 
0 2 -14 -186.93 195.77 171.0 67.73 922.8 312.7 q2a2 
0 2 -13 545.24 149.52 437.0 61.42 913.3 318.0 q2a2 
0 2 -12 1879.95 177.85 818.0 61.25 903.9 323.3 q2a2 
0 2 -11 174.8 128.06 122.0 64.98 894.4 328.6 q2a2 
0 2 -10 702.08 125.7 295.0 62.59 885.0 333.9 q2a2 
0 2 -9 271.84 118.86 131.0 60.06 875.6 339.2 q2a2 
0 2 -8 9019.35 331.31 8049.0 70.26 866.2 344.5 q2a2 
0 2 -7 1177.3 177.08 736.0 79.3 856.8 349.8 q2a2 
0 2 -6 11761.55 606.44 8502.0 135.58 847.4 355.0 q2a2 
0 2 -5 2723.52 1480.33 2177.0 395.19 838.1 360.3 q2a2 
0 4 -15 -208.55 151.06 146.0 64.42 918.2 281.9 q2a2 
0 4 -14 -160.67 143.9 140.0 63.52 908.7 287.2 q2a2 
0 4 -13 -44.4 169.12 191.0 66.66 899.3 292.6 q2a2 
0 4 -12 -99.33 141.7 119.0 66.19 889.9 297.9 q2a2 
0 4 -11 268.61 116.46 108.0 60.35 880.5 303.2 q2a2 
0 4 -10 -2.89 131.87 134.0 64.85 871.1 308.5 q2a2 
1 -39 -18 -351.14 242.68 301.0 83.23 1508.9 747.7 q3a9 
1 -39 -13 11.38 196.22 248.0 107.97 1181.1 1382.9 q3a14 
1 -39 -12 302.59 181.8 266.0 106.85 1191.7 1377.5 q3a14 
1 -39 -11 -120.2 155.56 177.0 108.66 1202.2 1372.2 q3a14 
1 -39 -10 -80.6 170.64 188.0 106.54 1212.7 1366.8 q3a14 
1 -39 -9 245.8 129.45 167.0 99.72 1223.2 1361.5 q3a14 
1 -39 -8 70.5 147.73 148.0 99.5 1233.7 1356.2 q3a14 
1 -37 -6 -128.0 188.74 209.0 121.29 1270.7 1375.1 q3a14 
1 -37 -5 -211.49 196.54 228.0 123.28 1281.1 1369.8 q3a14 
1 -37 -4 -199.6 288.1 442.0 130.11 1291.4 1364.5 q3a14 
1 -37 -3 -23.61 373.7 493.0 130.87 1301.8 1359.2 q3a14 
1 -37 -2 -161.97 270.27 237.0 123.1 1312.1 1353.9 q3a14 
1 -37 -1 -15.74 211.03 230.0 118.91 1322.5 1348.7 q3a14 
1 -37 0 -181.66 239.97 271.0 125.54 1332.8 1343.4 q3a14 
1 -37 1 -257.33 254.76 276.0 124.33 1343.1 1338.2 q3a14 
1 -35 -32 105.83 134.24 140.0 85.49 1434.9 431.5 q3a5 
1 -35 -31 -33.42 126.3 144.0 90.74 1445.7 426.1 q3a5 
1 -35 -30 -20.09 135.81 175.0 90.57 1456.5 420.6 q3a5 
1 -35 -29 154.01 125.11 141.0 90.96 1467.3 415.2 q3a5 
1 -35 -28 45.3 145.99 240.0 98.89 1478.1 409.8 q3a5 
1 -35 2 -221.01 279.03 334.0 138.45 1365.9 1362.2 q3a15 
1 -35 3 -55.4 158.85 236.0 131.93 1376.1 1356.9 q3a15 
1 -35 4 -186.72 201.83 257.0 134.46 1386.3 1351.7 q3a15 
1 -35 5 17.99 182.84 205.0 131.45 1396.5 1346.5 q3a15 
1 -35 6 536.26 201.18 267.0 126.38 1406.7 1341.3 q3a15 
1 -33 -35 -40.0 141.43 167.0 88.0 1419.3 477.4 q3a5 
1 -33 -34 445.64 135.03 174.0 86.91 1430.2 471.9 q3a5 
1 -33 -33 -31.8 117.74 155.0 94.34 1441.0 466.4 q3a5 
1 -33 -32 -14.31 137.88 217.0 93.99 1451.8 460.9 q3a5 
1 -33 7 502.22 186.57 260.0 125.18 1432.1 1365.1 q3a15 
1 -33 8 -180.41 189.26 219.0 129.29 1442.1 1359.9 q3a15 
1 -33 9 -125.1 197.97 224.0 133.19 1452.2 1354.7 q3a15 
1 -33 10 360.4 192.65 258.0 133.54 1462.3 1349.5 q3a15 
1 -31 -38 297.73 134.73 196.0 92.03 1403.8 523.2 q3a5 
1 -31 -37 632.86 159.88 326.0 93.51 1414.6 517.6 q3a5 
1 -31 -36 324.17 204.33 268.0 96.83 1425.4 512.1 q3a5 
1 -31 10 243.34 250.75 381.0 151.54 1477.3 1378.4 q3a15 
1 -31 11 -72.36 216.0 286.0 144.23 1487.3 1373.2 q3a15 
1 -31 12 209.07 220.34 359.0 150.75 1497.3 1368.0 q3a15 
1 -31 13 -259.0 298.42 316.0 152.71 1507.2 1362.8 q3a15 
1 -29 13 -361.59 470.79 414.0 177.71 1522.0 1391.5 q3a15 
1 -29 14 -262.71 477.37 415.0 167.65 1531.9 1386.3 q3a15 
1 -29 15 -447.2 452.45 408.0 162.8 1541.8 1381.2 q3a15 
1 -27 -42 63.43 152.31 159.0 99.09 1395.3 575.6 q3a7 
1 -27 -41 291.6 149.93 178.0 99.6 1406.0 570.0 q3a7 
1 -27 -40 265.39 165.62 163.0 96.87 1416.8 564.3 q3a7 
1 -25 -44 158.0 144.18 165.0 103.29 1390.9 615.5 q3a7 
1 -25 -43 -175.74 144.76 168.0 103.97 1401.6 609.8 q3a7 
1 -25 -42 56.81 141.42 217.0 104.86 1412.4 604.2 q3a7 
1 -25 17 125.17 375.17 411.0 186.61 19.9 23.6 q0a0 
1 -25 18 2578.71 265.72 819.0 167.35 29.6 18.4 q0a0 
1 -25 19 -26.05 284.48 308.0 173.18 39.3 13.3 q0a0 
1 -23 -45 76.29 158.85 195.0 104.14 1397.2 649.6 q3a7 
1 -23 -44 387.42 156.73 255.0 103.05 1407.9 643.9 q3a7 
1 -23 -43 -58.99 168.62 175.0 109.55 1418.7 638.2 q3a7 
1 -23 18 186.68 299.34 389.0 186.09 44.0 46.4 q0a0 
1 -23 19 1607.13 364.17 843.0 174.69 53.7 41.3 q0a0 
1 -23 20 513.88 249.27 501.0 174.49 63.4 36.1 q0a0 
1 -21 -46 -214.26 213.69 256.0 116.84 1403.5 683.5 q3a7 
1 -21 -45 -507.55 216.46 279.0 112.34 1414.2 677.8 q3a7 
1 -21 -44 334.65 157.39 217.0 109.8 1424.9 672.1 q3a7 
1 -21 19 10.88 237.34 336.0 166.94 68.0 69.1 q0a0 
1 -21 20 316.03 378.64 491.0 181.1 77.6 63.9 q0a0 
1 -21 21 1057.32 332.64 457.0 167.91 87.2 58.7 q0a0 
1 -19 -47 68.64 186.99 216.0 106.84 1409.8 717.2 q3a7 
1 -19 -46 251.92 157.62 216.0 111.31 1420.5 711.5 q3a7 
1 -19 -45 -12.8 160.56 311.0 115.12 1431.2 705.8 q3a7 
1 -19 20 973.61 255.52 482.0 150.13 91.8 91.6 q0a0 
1 -19 21 965.51 224.18 555.0 163.28 101.4 86.4 q0a0 
1 -19 22 -175.46 338.65 382.0 171.3 110.9 81.2 q0a0 
1 -17 21 688.78 336.18 469.0 145.74 115.4 113.9 q0a0 
1 -17 22 65.37 165.98 213.0 146.52 124.9 108.7 q0a0 
1 -15 21 -156.84 184.51 258.0 131.06 129.3 141.2 q0a0 
1 -15 22 -194.99 268.11 365.0 137.61 138.8 136.0 q0a0 
1 -13 21 119.34 205.39 245.0 122.07 143.2 168.3 q0a0 
1 -13 22 969.66 191.86 544.0 116.46 152.6 163.1 q0a0 
1 -11 -47 16.36 169.33 289.0 145.87 1092.2 1305.6 q2a15 
1 -11 -46 126.87 232.81 307.0 149.68 1097.9 1316.1 q2a15 
1 -9 -47 654.84 177.15 228.0 135.51 1065.0 1322.1 q2a15 
1 -9 -46 273.17 309.37 438.0 147.1 1070.8 1332.5 q2a15 
1 -9 -45 -191.89 259.45 351.0 156.22 1076.5 1342.9 q2a15 
1 -9 20 -63.62 193.54 241.0 78.26 161.6 198.9 q0a2 
1 -9 21 -481.12 200.59 176.0 77.49 171.0 193.8 q0a2 
1 -7 -46 -470.21 199.46 225.0 147.62 1043.8 1348.9 q2a15 
1 -7 -45 -83.49 189.55 218.0 148.3 1049.6 1359.2 q2a15 
1 -7 20 56.21 138.01 154.0 69.85 175.1 225.6 q0a2 
1 -7 21 2214.0 225.54 913.0 71.0 184.4 220.5 q0a2 
1 -5 -45 102.97 179.65 225.0 148.31 1022.8 1375.4 q2a15 
1 -5 -44 232.24 196.46 220.0 152.79 1028.5 1385.7 q2a15 
1 -5 19 107.62 164.43 164.0 67.74 179.2 257.4 q0a2 
1 -3 -44 -355.39 314.53 318.0 170.72 1001.9 1401.8 q2a15 
1 -3 -43 -33.68 321.01 364.0 172.01 1007.6 1412.0 q2a15 
1 -3 18 -297.43 241.61 203.0 74.25 183.2 288.9 q0a2 
1 -1 -43 -311.33 408.12 446.0 187.33 981.2 1427.9 q2a15 
1 -1 -42 1443.21 338.49 523.0 173.79 986.9 1438.1 q2a15 
1 -1 -41 248.72 340.99 403.0 185.99 992.6 1448.2 q2a15 
1 -1 16 7.8 204.25 183.0 61.8 178.0 325.6 q0a2 
1 1 14 -259.0 210.71 164.0 68.14 172.7 362.1 q0a2 
1 1 15 122.69 176.58 144.0 64.31 182.0 356.9 q0a2 
1 3 12 270.11 128.11 118.0 47.85 399.1 278.4 q1a2 
1 5 -37 -1040.88 681.16 517.0 238.41 1120.7 168.8 q2a1 
1 5 -36 1625.22 654.34 743.0 240.26 1110.7 174.5 q2a1 
1 5 9 406.14 124.89 178.0 48.81 440.7 292.9 q1a2 
1 5 10 80.55 139.38 148.0 51.58 435.4 283.6 q1a2 
1 5 11 214.75 124.87 144.0 48.25 430.2 274.3 q1a2 
1 5 12 -76.92 132.81 118.0 52.59 424.9 265.1 q1a2 
1 7 -34 365.71 548.21 508.0 212.17 1075.7 160.2 q2a1 
1 7 -33 895.16 484.73 735.0 198.96 1065.9 165.9 q2a1 
1 7 -32 54.96 248.41 359.0 173.35 1056.1 171.5 q2a1 
1 7 -31 -152.06 207.82 249.0 160.47 1046.2 177.2 q2a1 
1 7 6 63.78 94.05 78.0 48.27 482.2 307.3 q1a2 
1 7 7 324.33 117.93 247.0 50.1 476.9 298.1 q1a2 
1 7 8 1524.92 157.86 1216.0 45.53 471.6 288.8 q1a2 
1 7 9 -160.0 121.33 104.0 51.29 466.3 279.5 q1a2 
1 9 -30 326.25 184.88 226.0 155.4 1021.5 157.3 q2a1 
1 9 -29 91.39 202.22 225.0 148.79 1011.8 163.0 q2a1 
1 9 -28 2995.34 262.84 1606.0 151.54 1002.0 168.6 q2a1 
1 9 -27 467.51 188.95 570.0 143.81 992.3 174.2 q2a1 
1 9 0 -164.61 138.69 143.0 52.34 539.6 349.7 q1a2 
1 9 1 -57.19 185.72 153.0 62.68 534.2 340.4 q1a2 
1 9 2 133.63 150.28 140.0 54.05 528.9 331.1 q1a2 
1 9 3 28828.6 561.26 7545.0 62.66 523.6 321.8 q1a2 
1 9 4 190.1 146.27 141.0 55.16 518.3 312.5 q1a2 
1 9 5 -279.83 132.98 110.0 57.02 513.0 303.2 q1a2 
1 11 -24 252.67 177.02 195.0 112.33 951.7 165.7 q2a0 
1 11 -23 -79.12 186.91 293.0 115.49 942.1 171.3 q2a0 
1 11 -22 -224.54 171.0 244.0 114.15 932.5 176.9 q2a0 
1 11 -14 -97.0 127.0 116.0 62.0 856.6 192.5 q2a2 
1 11 -13 -173.51 149.32 118.0 63.54 847.2 197.9 q2a2 
1 11 -12 497.77 150.43 120.0 58.29 837.7 203.4 q2a2 
1 11 -11 180.18 112.19 108.0 62.1 828.2 208.8 q2a2 
1 11 -10 -1.74 117.03 129.0 61.69 818.8 214.2 q2a2 
1 11 -9 378.6 142.1 148.0 62.66 809.3 219.7 q2a2 
1 11 -8 88.69 124.95 113.0 62.82 799.9 225.1 q2a2 
1 11 -7 442.94 121.42 189.0 59.23 790.5 230.5 q2a2 
1 11 -1 -30.56 181.01 122.0 52.46 570.3 345.5 q1a2 
2 -44 -25 -116.24 98.19 106.0 69.94 1462.9 874.2 q3a9 
2 -44 -24 -185.41 134.06 158.0 70.78 1457.3 863.0 q3a9 
2 -44 -23 60.85 94.68 106.0 66.68 1451.8 851.9 q3a9 
2 -44 -22 80.66 91.72 108.0 65.8 1446.3 840.7 q3a9 
2 -44 -21 -101.0 110.33 117.0 67.57 1440.9 829.6 q3a9 
2 -44 -20 -95.81 112.31 113.0 69.42 1435.4 818.5 q3a9 
2 -44 -19 -24.78 115.23 125.0 66.44 1429.9 807.4 q3a9 
2 -44 -18 -163.74 116.23 122.0 69.22 1424.5 796.3 q3a9 
2 -44 -17 -116.46 125.75 111.0 66.62 1419.0 785.3 q3a9 
2 -44 -16 -178.95 107.2 102.0 65.84 1413.6 774.2 q3a9 
2 -44 -15 174.9 109.93 109.0 62.29 1408.1 763.2 q3a9 
2 -44 -6 140.67 117.21 123.0 67.33 1209.9 1288.0 q3a12 
2 -44 -5 -10.06 125.87 138.0 66.39 1220.7 1282.5 q3a12 
2 -44 -4 -141.32 129.31 160.0 68.99 1231.5 1277.1 q3a12 
2 -44 -3 -58.11 80.41 122.0 64.78 1242.2 1271.8 q3a12 
2 -44 -2 -215.29 111.07 97.0 66.99 1253.0 1266.4 q3a12 
2 -44 -1 136.86 104.58 132.0 65.47 1263.7 1261.0 q3a12 
2 -44 0 -352.0 123.84 123.0 71.0 1274.4 1255.6 q3a12 
2 -42 -30 -127.96 204.81 242.0 68.88 1521.6 912.6 q3a9 
2 -42 -29 -438.26 312.77 280.0 76.23 1516.0 901.4 q3a9 
2 -42 -28 491.82 163.04 155.0 70.06 1510.4 890.1 q3a9 
2 -42 3 146.57 200.28 210.0 75.48 1322.7 1270.2 q3a12 
2 -42 4 389.48 245.7 276.0 74.11 1333.3 1264.9 q3a12 
2 -42 5 141.71 228.87 204.0 72.29 1343.9 1259.6 q3a12 
2 -40 -37 -24.15 173.14 218.0 75.49 1329.0 378.8 q3a4 
2 -40 8 -259.3 197.99 233.0 83.99 1388.4 1274.0 q3a13 
2 -40 9 268.24 144.85 180.0 76.06 1398.9 1268.7 q3a13 
2 -40 10 -10.42 125.44 191.0 75.42 1409.3 1263.4 q3a13 
2 -40 11 101.28 110.89 152.0 74.01 1419.7 1258.1 q3a13 
2 -38 -40 -568.68 162.04 149.0 82.18 1313.0 426.4 q3a4 
2 -38 -39 434.23 155.14 178.0 77.08 1324.3 420.7 q3a4 
2 -38 -38 96.34 207.95 211.0 77.2 1335.6 415.1 q3a4 
2 -38 13 -132.42 135.93 163.0 81.25 1456.2 1277.7 q3a13 
2 -38 14 -68.15 136.46 191.0 78.82 1466.5 1272.5 q3a13 
2 -38 15 -299.61 331.0 340.0 89.79 1476.8 1267.2 q3a13 
2 -36 -43 -102.42 137.41 135.0 78.89 1297.0 473.9 q3a4 
2 -36 -42 -116.49 133.27 148.0 74.95 1308.3 468.2 q3a4 
2 -36 -41 77.03 181.91 190.0 76.18 1319.6 462.5 q3a4 
2 -36 17 -784.94 340.46 305.0 100.61 1512.7 1286.7 q3a13 
2 -36 18 245.27 240.62 228.0 88.52 1522.9 1281.4 q3a13 
2 -34 -46 302.08 118.82 192.0 73.2 1281.0 521.3 q3a4 
2 -34 -45 -66.57 159.81 167.0 77.48 1292.3 515.5 q3a4 
2 -34 -44 -136.48 149.71 181.0 79.52 1303.6 509.8 q3a4 
2 -32 21 -266.73 271.62 282.0 116.55 310.4 727.4 q0a7 
2 -32 22 -38.21 264.81 418.0 117.62 305.2 717.4 q0a7 
2 -32 23 78.73 178.4 248.0 102.76 300.0 707.3 q0a7 
2 -30 -50 -165.12 126.71 158.0 75.33 1272.6 577.3 q3a6 
2 -30 -49 35.56 105.32 136.0 74.15 1283.8 571.5 q3a6 
2 -30 -48 -202.55 209.25 275.0 83.87 1295.1 565.7 q3a6 
2 -30 23 236.75 370.39 358.0 117.25 329.4 692.7 q0a7 
2 -30 24 325.36 275.28 319.0 114.93 324.2 682.7 q0a7 
2 -28 -51 -217.5 160.43 209.0 84.5 1279.5 612.8 q3a6 
2 -28 -50 -94.94 118.59 126.0 79.24 1290.7 606.9 q3a6 
2 -28 25 -110.96 482.77 370.0 133.96 348.2 658.2 q0a7 
2 -28 26 198.67 261.27 313.0 112.33 343.0 648.3 q0a7 
2 -26 -52 103.07 143.05 156.0 80.33 1286.4 648.0 q3a6 
2 -26 -51 -130.27 195.5 197.0 84.76 1297.6 642.2 q3a6 
2 -26 26 302.1 462.42 348.0 134.1 372.0 633.9 q0a7 
2 -26 27 830.33 383.04 342.0 125.01 366.8 624.1 q0a7 
2 -24 -53 -132.45 174.79 173.0 85.05 1293.2 683.1 q3a6 
2 -24 -52 21.65 189.98 249.0 87.68 1304.4 677.2 q3a6 
2 -22 -54 233.53 166.13 281.0 83.42 1300.0 718.0 q3a6 
2 -22 -53 358.67 171.88 183.0 85.33 1311.1 712.1 q3a6 
2 -20 29 769.43 329.47 406.0 176.24 178.3 24.9 q0a0 
2 -18 -55 -158.0 152.27 168.0 80.0 1137.8 1177.5 q2a13 
2 -18 -54 590.11 196.28 248.0 80.71 1143.8 1188.5 q2a13 
2 -16 -56 -375.79 259.53 323.0 86.18 1103.5 1184.3 q2a13 
2 -16 -55 -364.36 196.41 200.0 85.44 1109.4 1195.3 q2a13 
2 -16 30 -342.76 485.46 430.0 205.73 212.9 75.8 q0a1 
2 -16 31 1524.95 320.29 517.0 185.18 222.4 70.6 q0a1 
2 -14 -56 -75.26 113.31 137.0 81.86 1075.3 1202.0 q2a13 
2 -14 -55 -40.1 150.15 265.0 84.43 1081.2 1212.9 q2a13 
2 -14 30 -608.62 371.1 476.0 203.62 226.7 103.5 q0a1 
2 -14 31 52.7 400.11 451.0 199.43 236.2 98.3 q0a1 
2 -12 -56 121.94 133.96 169.0 82.16 1047.3 1219.6 q2a13 
2 -12 -55 80.8 137.7 158.0 82.88 1053.2 1230.5 q2a13 
2 -12 30 862.25 429.11 499.0 189.75 240.4 131.2 q0a1 
2 -12 31 -951.3 487.01 516.0 205.05 249.9 125.9 q0a1 
2 -10 -56 15.68 130.73 154.0 80.03 1019.5 1237.0 q2a13 
